article_id,paragraph_id,difficulty_level,IA_ID,word,word_idx,n_words,tee_k3,surprisal_own
0,1,Adv,84,be,83,128,78.32125609386311,0.07504917649531874
0,1,Adv,85,enough,84,128,82.95354826596065,1.2168662558761927
0,1,Adv,86,water,85,128,94.54046248959305,1.283633102620176
0,1,Adv,87,available,86,128,92.85817881617183,4.806122595560326
0,1,Adv,88,on,87,128,81.64976730771043,6.8161120413487115
0,1,Adv,89,current,88,128,80.98408689428314,7.2031906419232214
0,1,Adv,90,croplands,89,128,93.79472874897061,12.976061222353565
0,1,Adv,91,to,90,128,91.78385497817425,1.055183903947534
0,1,Adv,92,produce,91,128,79.24732504783957,6.996892636699058
0,1,Adv,93,food,92,128,90.79429000503592,4.835996669945799
0,1,Adv,94,for,93,128,95.35159822755065,2.127253752487382
0,1,Adv,95,the,94,128,60.69887868200168,2.5897888812146945
0,1,Adv,96,expected,95,128,83.90172996490733,9.956914933784203
0,1,Adv,97,nine-billion,96,128,100.86483764463223,17.81384534023653
0,1,Adv,98,population,97,128,104.34291331026253,6.47513373430328
0,1,Adv,99,in,98,128,93.61025117335686,3.3715451357920867
0,1,Adv,100,2050,99,128,95.07540779681239,0.8918092427343851
0,1,Adv,101,if,100,128,97.81368029342525,6.673350618728701
0,1,Adv,102,we,101,128,77.33467735074045,2.610422671734611
0,1,Adv,103,follow,102,128,93.68353634544795,7.02753581749919
0,1,Adv,104,current,103,128,97.59189305101246,6.4059292914572925
0,1,Adv,105,trends,104,128,81.3654551394403,1.6707268376679614
0,1,Adv,106,and,105,128,89.5475822782509,4.0165357989064985
0,1,Adv,107,changes,106,128,73.59404862797294,11.111964863521498
0,1,Adv,108,towards,107,128,77.80097901363872,7.513340714836193
0,1,Adv,109,diets,108,128,81.45513832509303,9.627528257406924
0,1,Adv,110,common,109,128,99.0356120932327,14.723187085347805
0,1,Adv,111,in,110,128,93.82520421543782,1.6688804319282984
0,1,Adv,112,western,111,128,89.96039102758772,7.5001083696788085
0,1,Adv,113,"nations,”",112,128,111.35255187850453,31.719907422909053
0,1,Adv,114,the,113,128,98.4522442147754,4.398574619880125
0,1,Adv,115,report,114,128,92.3291235921342,3.529608542789965
0,1,Adv,116,by,115,128,95.0248856585055,3.5784904837140976
0,1,Adv,117,Malik,116,128,92.66467471242068,19.207611316955024
0,1,Adv,118,Falkenmark,117,128,97.82240235811304,30.01597830259612
0,1,Adv,119,and,118,128,94.7541399378752,2.5447959839745224
0,1,Adv,120,colleagues,119,128,87.16404167336702,3.6305816209033304
0,1,Adv,121,at,120,128,87.69232329858842,1.9265568782365186
0,1,Adv,122,the,121,128,64.039245210409,0.5815401148313535
0,1,Adv,123,Stockholm,122,128,98.33088205152586,6.373974914926983
0,1,Adv,124,International,123,128,102.68032711479218,2.665945034791207
0,1,Adv,125,Water,124,128,119.28978475498496,6.6066227260551385
0,1,Adv,126,Institute,125,128,108.4379489013117,3.3757439202302515
0,1,Adv,127,(SIWI),126,128,87.97279800305328,12.334484877062154
0,1,Adv,128,said.,127,128,83.1062747101617,3.7805227387554163
0,2,Adv,1,“There,0,148,,24.496306223946732
0,2,Adv,2,will,1,148,,5.351143183381204
0,2,Adv,3,be,2,148,,0.4220698897494176
0,2,Adv,4,just,3,148,,10.97812383703644
0,2,Adv,5,enough,4,148,92.57509138828576,5.450743152010081
0,2,Adv,6,water,5,148,102.76235358361339,7.347063072467805
0,2,Adv,7,if,6,148,106.10271463596489,8.729596518293148
0,2,Adv,8,the,7,148,80.05175789920189,3.617337236960385
0,2,Adv,9,proportion,8,148,97.44508128665974,14.623188116968926
0,2,Adv,10,of,9,148,89.81652629561133,0.5594928418996584
0,2,Adv,11,animal-based,10,148,84.75693999045802,20.320043601843214
0,2,Adv,12,foods,11,148,92.08921289738618,4.194514452908988
0,2,Adv,13,is,12,148,95.19659020433734,2.274775826865926
0,2,Adv,14,limited,13,148,82.36418614596764,6.1779965566851915
0,2,Adv,15,to,14,148,88.37164155230045,2.6299951573160527
0,2,Adv,16,5%,15,148,80.56494255936222,7.758403609564834
0,2,Adv,17,of,16,148,82.80359418240805,2.317804166285292
0,2,Adv,18,total,17,148,72.19654155872723,1.9876237899742812
0,2,Adv,19,calories,18,148,92.80139879717655,1.527173090975426
0,2,Adv,20,and,19,148,98.87574054524778,4.501533753645654
0,2,Adv,21,considerable,20,148,84.99316031686159,17.074751274014815
0,2,Adv,22,regional,21,148,89.36764918053431,12.16138992840489
0,2,Adv,23,water,22,148,95.95933328190878,6.942614912086756
0,2,Adv,24,deficits,23,148,100.69271034555882,10.30797623968442
0,2,Adv,25,can,24,148,91.94148266002165,5.697770432576876
0,2,Adv,26,be,25,148,73.12987447143205,1.2604837218660894
0,2,Adv,27,met,26,148,96.90778895185134,7.378337773561905
0,2,Adv,28,by,27,148,90.4076583657283,2.2437033773692403
0,2,Adv,29,a,28,148,68.81091278565633,4.7488062814725795
0,2,Adv,30,reliable,29,148,82.11745697020433,12.390192895390358
0,2,Adv,31,system,30,148,84.15523271652944,4.747377105643909
0,2,Adv,32,of,31,148,85.31498704798786,1.0874993580533303
0,2,Adv,33,food,32,148,87.82946994303738,6.564557145515303
0,2,Adv,34,trade.”,33,148,102.41235611498443,28.57239273554099
0,2,Adv,35,Dire,34,148,111.5923609026442,18.075186736834635
0,2,Adv,36,warnings,35,148,109.07533469500488,7.686811359594267
0,2,Adv,37,of,36,148,94.44643894670263,3.2374021077721133
0,2,Adv,38,water,37,148,94.3575046929468,4.319283738526336
0,2,Adv,39,scarcity,38,148,94.3112897364152,2.3016080441055884
0,2,Adv,40,limiting,39,148,95.1633310977169,16.463130060682012
0,2,Adv,41,food,40,148,102.5946452483854,3.494104100380545
0,2,Adv,42,production,41,148,92.70255170534861,1.8224660986283123
0,2,Adv,43,come,42,148,107.58489763199572,10.469086835290284
0,2,Adv,44,as,43,148,89.71862933804049,3.6432357603885137
0,2,Adv,45,Oxfam,44,148,127.8251170651562,14.030799723482112
0,2,Adv,46,and,45,148,94.25618282457305,4.621781959337119
0,2,Adv,47,the,46,148,73.53278541087687,1.9476667167340231
0,2,Adv,48,UN,47,148,109.22806765717974,3.3769921703102135
0,2,Adv,49,prepare,48,148,110.90524527377254,12.70598193545982
0,2,Adv,50,for,49,148,84.01811081932898,2.56670175818022
0,2,Adv,51,a,50,148,78.07468576927565,1.9185352634349755
0,2,Adv,52,possible,51,148,70.32340318486233,5.238042232694295
0,2,Adv,53,second,52,148,83.93711351835802,9.153544071629023
0,2,Adv,54,global,53,148,94.3379860601989,3.17659626569836
0,2,Adv,55,food,54,148,93.62109951788979,2.1965644806116025
0,2,Adv,56,crisis,55,148,101.96451369814552,0.6444130163858265
0,2,Adv,57,in,56,148,84.77515835291864,2.8850738056829903
0,2,Adv,58,five,57,148,83.36467881307314,7.2016950807913185
0,2,Adv,59,years.,58,148,91.03438963962043,1.1193432142326294
0,2,Adv,60,Prices,59,148,84.98474655544133,14.628211386235328
0,2,Adv,61,for,60,148,87.51593800370459,3.0774193743906064
0,2,Adv,62,staples,61,148,87.15939940693572,7.441698933862178
0,2,Adv,63,such,62,148,92.23677632091713,1.3854817444090837
0,2,Adv,64,as,63,148,69.07390222687373,0.0007845434531155884
0,2,Adv,65,corn,64,148,111.48340087252578,6.929535287523337
0,2,Adv,66,and,65,148,103.50396657649277,1.5310370251923606
0,2,Adv,67,wheat,66,148,75.94217049932375,2.3647143261172823
0,2,Adv,68,have,67,148,85.48041542160051,2.1273283929578564
0,2,Adv,69,risen,68,148,78.99027501478842,2.054016832426614
0,2,Adv,70,nearly,69,148,97.58344758693563,6.791447665423175
0,2,Adv,71,50%,70,148,90.70450453419956,3.8105327869242283
0,2,Adv,72,on,71,148,93.90776475558796,7.485137623886503
0,2,Adv,73,international,72,148,94.62158339277181,8.888638506574436
0,2,Adv,74,markets,73,148,97.00101122905666,2.7650529610559653
0,2,Adv,75,since,74,148,102.62351910156997,1.8400642233778493
0,2,Adv,76,"June,",75,148,85.08346391402551,11.014487160804268
0,2,Adv,77,triggered,76,148,84.59940531588714,12.390202526418806
0,2,Adv,78,by,77,148,89.56651430837321,0.2107350931229295
0,2,Adv,79,severe,78,148,79.78798564449038,7.243619635557447
0,2,Adv,80,droughts,79,148,81.70766809682638,5.077244729924529
0,2,Adv,81,in,80,148,80.46747589000667,2.2601870545411864
0,2,Adv,82,the,81,148,61.03984572091505,2.139548792197564
0,2,Adv,83,US,82,148,88.03382630506242,5.221861760935821
0,2,Adv,84,and,83,148,91.58810392193058,1.1896505173251057
0,2,Adv,85,"Russia,",84,148,68.35517837223725,8.695586605119725
0,2,Adv,86,and,85,148,62.63974001914304,1.5748031701839282
0,2,Adv,87,weak,86,148,82.59519140514506,11.55716809664281
0,2,Adv,88,monsoon,87,148,99.49000278417917,9.438327047505032
0,2,Adv,89,rains,88,148,77.056286480184,0.6494993602894313
0,2,Adv,90,in,89,148,97.57712378388379,1.6510528823225104
0,2,Adv,91,Asia.,90,148,72.12707663083279,5.711629310531354
0,2,Adv,92,More,91,148,86.76008749601088,7.290070773694285
0,2,Adv,93,than,92,148,92.44633756125266,0.5070200752081613
0,2,Adv,94,18,93,148,92.7958839373962,8.769293553765301
0,2,Adv,95,million,94,148,86.04946549194929,0.6928421269902374
0,2,Adv,96,people,95,148,79.65564096963358,0.8892297609454193
0,2,Adv,97,are,96,148,73.9051309527491,2.2638237996763313
0,2,Adv,98,already,97,148,67.8980802940679,5.233562772569923
0,2,Adv,99,facing,98,148,86.40142130370715,4.913832234107987
0,2,Adv,100,serious,99,148,75.9690115654253,7.572174603835153
0,2,Adv,101,food,100,148,101.91887519434826,2.024784769276812
0,2,Adv,102,shortages,101,148,98.06893135124724,1.2060323807677409
0,2,Adv,103,across,102,148,106.14981784575741,5.53843779361563
0,2,Adv,104,the,103,148,82.14232278388205,0.9131444644958454
0,2,Adv,105,Sahel.,104,148,91.93177310509743,16.636895847991134
0,2,Adv,106,Oxfam,105,148,96.03245293123081,6.212779436981471
0,2,Adv,107,has,106,148,97.35624732658322,3.069826684320315
0,2,Adv,108,forecast,107,148,86.7023336298873,8.60113717291889
0,2,Adv,109,that,108,148,87.36614754353029,1.4029581914331353
0,2,Adv,110,the,109,148,67.17051874933696,2.939411552240444
0,2,Adv,111,price,110,148,87.0827926587683,6.753724990782926
0,2,Adv,112,spike,111,148,93.87057414339154,9.35750861624628
0,2,Adv,113,will,112,148,94.87043155011386,1.2668997926305026
0,2,Adv,114,have,113,148,73.02021002191135,5.238958556258092
0,2,Adv,115,a,114,148,75.29134600458475,1.6824412639488309
0,2,Adv,116,devastating,115,148,76.78725619329978,2.5431762513686964
0,2,Adv,117,impact,116,148,84.26244291907696,0.6619896862996683
0,2,Adv,118,in,117,148,95.34404614273429,6.001307772564173
0,2,Adv,119,developing,118,148,81.21121357950942,4.701897325519145
0,2,Adv,120,countries,119,148,91.35831126894769,0.3900328755553682
0,2,Adv,121,that,120,148,92.96012030960564,4.95464543698424
0,2,Adv,122,rely,121,148,82.6620261095012,2.0674877175207453
0,2,Adv,123,heavily,122,148,88.91373629156408,2.305145039303233
0,2,Adv,124,on,123,148,95.11665977980235,0.01385797638917514
0,2,Adv,125,food,124,148,82.94965039092246,3.3818775094906224
0,2,Adv,126,"imports,",125,148,94.9968152755879,4.860843519463901
0,2,Adv,127,including,126,148,70.8632959394762,3.0067045799047416
0,2,Adv,128,parts,127,148,95.41216712631056,7.695583850649477
0,2,Adv,129,of,128,148,77.56045578891182,0.0027594006665876483
0,2,Adv,130,Latin,129,148,85.9210091805778,6.680465884960197
0,2,Adv,131,"America,",130,148,94.93387360273724,1.849750708169383
0,2,Adv,132,North,131,148,81.59463360242519,6.044578607521255
0,2,Adv,133,Africa,132,148,89.68506968331572,0.6462972153130168
0,2,Adv,134,and,133,148,103.92929991692645,0.8039624824741474
0,2,Adv,135,the,134,148,70.78446543731438,1.832249675687945
0,2,Adv,136,Middle,135,148,100.9227079595205,0.34958547977750026
0,2,Adv,137,East.,136,148,112.7760935733639,0.25708094764611383
0,2,Adv,138,Food,137,148,87.06234627488784,7.534164374202662
0,2,Adv,139,shortages,138,148,95.51815403640136,3.709332820698712
0,2,Adv,140,in,139,148,98.6796876468178,2.6826626083683265
0,2,Adv,141,2008,140,148,84.66375055060598,12.491009125326135
0,2,Adv,142,led,141,148,93.14287637994292,6.451314825089384
0,2,Adv,143,to,142,148,76.11276987005097,0.22307295651317655
0,2,Adv,144,civil,143,148,102.40066052057436,11.249213898216054
0,2,Adv,145,unrest,144,148,95.06350329680447,2.3382522155422762
0,2,Adv,146,in,145,148,97.98795593986002,1.099077144118089
0,2,Adv,147,28,146,148,81.00426045335871,11.706952602793454
0,2,Adv,148,countries.,147,148,85.5819970054157,4.41319262925551
1,1,Adv,1,Unveiling,0,163,,13.938355265025034
1,1,Adv,2,a,1,163,,3.1681983528567295
1,1,Adv,3,car,2,163,,11.189323347810193
1,1,Adv,4,with,3,163,,3.9295466301347886
1,1,Adv,5,a,4,163,71.95405371742338,2.148051786438872
1,1,Adv,6,top,5,163,86.14881238197346,8.74773380865314
1,1,Adv,7,speed,6,163,91.3585448130654,1.3767229259746172
1,1,Adv,8,of,7,163,86.82406796039666,0.2908388074803592
1,1,Adv,9,"25mph,",8,163,82.35249399938608,11.535610071357157
1,1,Adv,10,two,9,163,73.46832465165653,8.851569366007466
1,1,Adv,11,seats,10,163,87.76821883579737,11.448215023529409
1,1,Adv,12,and,11,163,92.02037959750187,2.7156872329349557
1,1,Adv,13,no,12,163,82.09837559067849,5.216004719778037
1,1,Adv,14,pedals,13,163,103.47088883564525,5.9552797117484575
1,1,Adv,15,or,14,163,96.79415087585035,7.135674380778103
1,1,Adv,16,steering,15,163,89.0498056166893,2.4044070620231643
1,1,Adv,17,wheel,16,163,84.17024404087755,1.332121461247809
1,1,Adv,18,might,17,163,111.91913281278856,11.157340078194538
1,1,Adv,19,not,18,163,74.19674156540121,2.737332453424596
1,1,Adv,20,make,19,163,91.35475595001725,5.570428630467923
1,1,Adv,21,much,20,163,86.1622777384682,4.306542575819815
1,1,Adv,22,of,21,163,79.60190705464174,3.2312805572973025
1,1,Adv,23,an,22,163,76.7672422189688,1.8949189497837964
1,1,Adv,24,impression,23,163,96.88608076356584,1.3277214571081348
1,1,Adv,25,at,24,163,96.16568196598026,4.915399683987951
1,1,Adv,26,a,25,163,78.9312125787306,3.410087135781046
1,1,Adv,27,motor,26,163,97.01824065220708,8.787200387373137
1,1,Adv,28,show.,27,163,100.4328081843626,4.225050316534982
1,1,Adv,29,But,28,163,69.84987210749853,2.2070552503315826
1,1,Adv,30,"Google,",29,163,89.71897678178452,16.038360086309712
1,1,Adv,31,in,30,163,68.90471837115564,5.066853109782568
1,1,Adv,32,the,31,163,71.31853074329855,4.1025745915495415
1,1,Adv,33,"US,",32,163,86.04203638120681,5.021382251257816
1,1,Adv,34,sent,33,163,83.47225274875734,13.111430346938286
1,1,Adv,35,a,34,163,81.4930793549923,2.1322809773547524
1,1,Adv,36,minor,35,163,86.08863781696706,14.164956166148853
1,1,Adv,37,earthquake,36,163,103.02135049664473,9.919177812601282
1,1,Adv,38,through,37,163,100.82832715452825,11.107410762926651
1,1,Adv,39,the,38,163,78.20091283014932,1.4419568053601348
1,1,Adv,40,car,39,163,99.54618169734971,5.163613644845699
1,1,Adv,41,and,40,163,91.42486623677544,4.000820712201259
1,1,Adv,42,taxi,41,163,80.77984330131237,14.681030697968314
1,1,Adv,43,industries,42,163,97.36856704499523,6.658563550407517
1,1,Adv,44,as,43,163,101.78556765419404,6.030057768343607
1,1,Adv,45,it,44,163,81.23291402002022,4.381151057521214
1,1,Adv,46,unveiled,45,163,97.33813117632607,6.093895664552071
1,1,Adv,47,the,46,163,75.95063745733111,1.784955134631276
1,1,Adv,48,latest,47,163,75.4882001191219,5.120258538389694
1,1,Adv,49,version,48,163,84.26443453193883,2.1272718106657225
1,1,Adv,50,of,49,163,83.95733888549195,0.07494794320745461
1,1,Adv,51,its,50,163,72.49118318123043,0.7344263710859712
1,1,Adv,52,driverless,51,163,101.58180596440373,8.490758363629835
1,1,Adv,53,car.,52,163,108.01759232820841,2.016731337684859
1,1,Adv,54,The,53,163,72.0087887635743,3.783720132711101
1,1,Adv,55,electrically,54,163,109.05179717581697,17.315607989051305
1,1,Adv,56,powered,55,163,91.2414889506023,1.994735788535411
1,1,Adv,57,"vehicle,",56,163,96.7353913590852,6.400901550641969
1,1,Adv,58,which,57,163,70.44566511169413,1.2231859303647974
1,1,Adv,59,Google,58,163,102.49476453363798,6.188117391723166
1,1,Adv,60,has,59,163,90.85641774491475,4.609132979331461
1,1,Adv,61,begun,60,163,79.49452907436797,8.938953750910859
1,1,Adv,62,testing,61,163,96.81776443630196,1.2642122197454695
1,1,Adv,63,around,62,163,93.95597788919918,7.157600104971301
1,1,Adv,64,its,63,163,81.60180081801579,6.1545030386467285
1,1,Adv,65,headquarters,64,163,92.39541273831628,3.8606280224545353
1,1,Adv,66,in,65,163,88.92704241218213,0.3031792721082005
1,1,Adv,67,Mountain,66,163,95.08492943086101,0.43748830638191927
1,1,Adv,68,"View,",67,163,101.4476460434467,0.10582289209399624
1,1,Adv,69,"California,",68,163,55.50298784600268,0.20951454299867184
1,1,Adv,70,dispenses,69,163,104.89288902439877,17.23584157566788
1,1,Adv,71,with,70,163,90.9926647308107,1.2587127305188295
1,1,Adv,72,all,71,163,87.26790093368851,4.471526220723111
1,1,Adv,73,the,72,163,80.00131425474505,1.4691784773126766
1,1,Adv,74,normal,73,163,83.96229748066649,7.993100078030067
1,1,Adv,75,"controls,",74,163,91.28317334700454,9.053796885851009
1,1,Adv,76,including,75,163,69.38831976334986,3.2040563915963234
1,1,Adv,77,foot,76,163,100.16593653946236,10.200499465646025
1,1,Adv,78,pedals.,77,163,103.67059480578324,4.599671009828942
1,1,Adv,79,"Instead,",78,163,70.29584424584095,3.4337956751287497
1,1,Adv,80,it,79,163,75.0900994393602,1.773103466195018
1,1,Adv,81,has,80,163,64.95095995982804,4.394752133482048
1,1,Adv,82,a,81,163,63.98996154080606,1.6193090125568568
1,1,Adv,83,smartphone,82,163,82.0870329880221,6.9863769294947025
1,1,Adv,84,app,83,163,79.72643440754825,1.500672112321325
1,1,Adv,85,that,84,163,92.14924909973462,1.054176343587454
1,1,Adv,86,summons,85,163,90.77973102782624,12.15851162676005
1,1,Adv,87,it,86,163,87.60798174775015,7.678295466654144
1,1,Adv,88,and,87,163,73.33897965172345,3.4464201906023226
1,1,Adv,89,tells,88,163,89.72491154809617,5.903321001200389
1,1,Adv,90,it,89,163,90.98226226591085,1.0278499273239787
1,1,Adv,91,the,90,163,68.46129050631129,6.254092688316553
1,1,Adv,92,"destination,",91,163,69.33326011466815,10.249723652045375
1,1,Adv,93,and,92,163,60.80629133415204,3.159694154736865
1,1,Adv,94,a,93,163,69.17490370911926,5.399064773182919
1,1,Adv,95,single,94,163,70.68814990383736,9.054227530408768
1,1,Adv,96,STOP,95,163,98.92964078824015,18.847526425329338
1,1,Adv,97,button,96,163,101.02418012685757,0.3675399095839622
1,1,Adv,98,mounted,97,163,100.65063156803906,12.952555525793638
1,1,Adv,99,between,98,163,97.14375522601124,6.184800878283927
1,1,Adv,100,the,99,163,84.0669552483242,0.8285613330097058
1,1,Adv,101,two,100,163,72.60438995206584,2.770986534493383
1,1,Adv,102,front-facing,101,163,90.8798827411938,12.652679137499597
1,1,Adv,103,seats,102,163,86.22720224246292,5.358588656302357
1,1,Adv,104,in,103,163,96.32889335190417,7.119194315241826
1,1,Adv,105,case,104,163,91.8196655241352,5.396956609848643
1,1,Adv,106,the,105,163,94.69236524419432,2.1661567440605016
1,1,Adv,107,occupants,106,163,79.03888560822588,9.141686899747938
1,1,Adv,108,need,107,163,100.69259340112414,4.795264298915451
1,1,Adv,109,to,108,163,79.0513795482113,0.40140337953017463
1,1,Adv,110,override,109,163,94.29236323545686,12.305599444945166
1,1,Adv,111,the,110,163,75.84127728328409,1.7882473985167426
1,1,Adv,112,computer.,111,163,76.14604843891985,10.458713701703495
1,1,Adv,113,stores,112,163,91.3313868573468,27.727329151233043
1,1,Adv,114,are,113,163,91.23927212132502,9.13117669598841
1,1,Adv,115,delivering,114,163,76.0080587384755,18.587367581438563
1,1,Adv,116,on,115,163,87.70929360740283,6.170942516277402
1,1,Adv,117,that,116,163,77.44010879072736,4.220086209300478
1,1,Adv,118,experience.”,117,163,105.02642147125181,39.46896532324335
1,1,Adv,119,November,118,163,104.18485404223689,16.068127187486347
1,1,Adv,120,2015.,119,163,93.51455992123678,11.244108765207843
1,1,Adv,121,The,120,163,71.91417945338662,4.130136187211513
1,1,Adv,122,mirror,121,163,92.46129430324572,15.049445053340587
1,1,Adv,123,technology,122,163,96.81451731145,9.563177852898889
1,1,Adv,124,it,123,163,90.98940861254074,9.133151056820315
1,1,Adv,125,uses,124,163,83.0035489419308,2.340002482980107
1,1,Adv,126,is,125,163,77.76018366916544,3.490738055937858
1,1,Adv,127,less,126,163,79.44237564675133,7.013837743323269
1,1,Adv,128,widespread,127,163,95.2487890217696,10.662832170793273
1,1,Adv,129,and,128,163,94.24785655424435,3.6786201589076315
1,1,Adv,130,more,129,163,85.42245209082252,3.086385517910688
1,1,Adv,131,expensive,130,163,102.93056398711481,2.9430321310064076
1,1,Adv,132,than,131,163,91.26280403875896,1.2267746063490261
1,1,Adv,133,the,132,163,71.41970431988749,2.646857024337246
1,1,Adv,134,photovoltaic,133,163,97.01467587880147,12.197984687076204
1,1,Adv,135,panels,134,163,82.90534692137271,3.6255807093815413
1,1,Adv,136,that,135,163,94.6537650781633,2.4000645000888783
1,1,Adv,137,are,136,163,67.6103945216703,3.5368380055016337
1,1,Adv,138,now,137,163,69.36268440472155,4.376395049294254
1,1,Adv,139,familiar,138,163,85.3069794781445,12.825548401923264
1,1,Adv,140,on,139,163,93.4433913362049,5.22549541038325
1,1,Adv,141,roofs,140,163,89.0717865203381,11.3321439324621
1,1,Adv,142,the,141,163,100.36204766027778,11.164308127276895
1,1,Adv,143,world,142,163,76.70046410184692,2.134729666337737
1,1,Adv,144,over,143,163,97.50302427016489,0.0035649198728675262
1,1,Adv,145,but,144,163,95.30961284658558,6.827845385721176
