story_id,word_idx,word,closure_depth,open_t,close_t,depth_t,same_parent,lca_dist
1,91,into,0,1,0,9,0.0,1.0
1,92,the,0,1,0,10,0.0,1.0
1,93,city,2,0,2,10,1.0,0.0
1,94,to,0,2,0,10,0.0,2.0
1,95,visit,0,1,0,11,0.0,1.0
1,96,the,0,1,0,12,0.0,1.0
1,97,stately,0,0,0,12,1.0,0.0
1,98,City,0,0,0,12,1.0,0.0
1,99,"Hall,",10,0,10,12,1.0,0.0
1,100,you,1,1,1,3,0.0,1.0
1,101,would,0,1,0,3,0.0,1.0
1,102,see,0,1,0,4,0.0,1.0
1,103,there,1,1,1,5,0.0,1.0
1,104,the,0,2,0,6,0.0,2.0
1,105,Crest,1,0,1,6,1.0,0.0
1,106,of,0,1,0,6,0.0,1.0
1,107,the,0,2,0,8,0.0,2.0
1,108,City,1,0,1,8,1.0,0.0
1,109,of,0,1,0,8,0.0,1.0
1,110,"Bradford,",5,1,5,9,0.0,1.0
1,111,which,1,2,1,6,0.0,2.0
1,112,those,0,2,0,7,0.0,2.0
1,113,same,0,0,0,7,1.0,0.0
1,114,mill,0,0,0,7,1.0,0.0
1,115,owners,1,0,1,7,1.0,0.0
1,116,created,0,1,0,7,0.0,1.0
1,117,to,0,2,0,9,0.0,2.0
1,118,celebrate,0,1,0,10,0.0,1.0
1,119,their,0,1,0,11,0.0,1.0
1,120,achievements.,12,0,11,11,1.0,0.0
1,121,It,1,3,1,3,0.0,2.0
1,122,shows,0,1,0,3,0.0,1.0
1,123,a,0,2,0,5,0.0,2.0
1,124,sinister,0,1,0,6,0.0,1.0
1,125,looking,1,0,1,6,1.0,0.0
1,126,boar's,1,1,1,6,0.0,1.0
1,127,head,1,0,1,5,0.0,0.0
1,128,sitting,0,1,0,5,0.0,1.0
1,129,on,0,1,0,6,0.0,1.0
1,130,top,1,2,1,8,0.0,2.0
1,131,of,0,1,0,8,0.0,1.0
1,132,a,0,1,0,9,0.0,1.0
1,133,well,6,0,6,9,1.0,0.0
1,134,which,1,2,1,5,0.0,2.0
1,135,seems,0,2,0,6,0.0,2.0
1,136,puzzling,0,1,0,7,0.0,1.0
1,137,at,0,1,0,8,0.0,1.0
1,138,"first,",8,1,8,9,0.0,1.0
1,139,but,0,0,0,1,0.0,0.0
1,140,the,0,3,0,4,0.0,3.0
1,141,reason,1,0,1,4,1.0,0.0
1,142,for,0,1,0,4,0.0,1.0
1,143,this,0,1,0,5,0.0,1.0
1,144,symbol,3,0,3,5,1.0,0.0
1,145,is,0,1,0,3,0.0,1.0
1,146,a,0,2,0,5,0.0,2.0
1,147,matter,1,0,1,5,1.0,0.0
1,148,of,0,1,0,5,0.0,1.0
1,149,legend.,7,1,6,6,0.0,1.0
1,150,There,1,2,1,2,0.0,1.0
1,151,was,0,1,0,2,0.0,1.0
1,152,"once,",1,2,1,3,0.0,1.0
1,153,legend,1,2,1,5,0.0,3.0
1,154,has,0,1,0,5,0.0,1.0
1,155,"it,",4,1,4,6,0.0,1.0
1,156,a,0,2,0,4,0.0,2.0
1,157,fearsome,0,0,0,4,1.0,0.0
1,158,"boar,",1,0,1,4,1.0,0.0
1,159,which,1,2,1,5,0.0,2.0
1,160,lived,0,2,0,6,0.0,2.0
1,161,in,0,1,0,7,0.0,1.0
1,162,a,0,2,0,9,0.0,2.0
1,163,wood,1,0,1,9,1.0,0.0
1,164,located,0,1,0,9,0.0,1.0
1,165,just,1,1,1,10,0.0,1.0
1,166,outside,0,1,0,10,0.0,1.0
1,167,the,0,2,0,12,0.0,2.0
1,168,manor,1,0,1,12,1.0,0.0
1,169,of,0,1,0,12,0.0,1.0
1,170,Bradford.,14,1,13,13,0.0,1.0
1,171,A,0,3,0,3,0.0,2.0
1,172,source,1,0,1,3,1.0,0.0
1,173,of,0,1,0,3,0.0,1.0
1,174,great,0,2,0,5,0.0,2.0
1,175,trouble,1,0,1,5,1.0,0.0
1,176,to,0,1,0,5,0.0,1.0
1,177,the,0,1,0,6,0.0,1.0
1,178,local,0,0,0,6,1.0,0.0
1,179,folk,5,0,5,6,1.0,0.0
1,180,the,0,1,0,2,0.0,1.0
1,181,boar,1,0,1,2,1.0,0.0
1,182,"was,",1,1,1,2,0.0,1.0
1,183,bringing,0,2,0,3,0.0,2.0
1,184,terror,1,1,1,4,0.0,1.0
1,185,to,0,1,0,4,0.0,1.0
1,186,the,0,1,0,5,0.0,1.0
1,187,peaceful,0,0,0,5,1.0,0.0
1,188,flocks,3,0,3,5,1.0,0.0
1,189,and,0,0,0,2,0.0,0.0
1,190,ravaging,0,1,0,3,0.0,1.0
1,191,the,0,1,0,4,0.0,1.0
1,192,countryside,1,0,1,4,1.0,0.0
1,193,around.,5,1,4,4,0.0,1.0
1,194,Even,0,2,0,2,0.0,1.0
1,195,"worse,",1,0,1,2,1.0,0.0
1,196,"however,",1,1,1,2,0.0,1.0
1,197,the,0,1,0,2,0.0,1.0
1,198,boar,1,0,1,2,1.0,0.0
1,199,most,1,2,1,3,0.0,2.0
1,200,liked,0,0,0,2,0.0,0.0
1,201,to,0,2,0,4,0.0,2.0
1,202,go,0,2,0,6,0.0,2.0
1,203,to,0,1,0,7,0.0,1.0
1,204,the,0,2,0,9,0.0,2.0
1,205,well,1,0,1,9,1.0,0.0
1,206,that,1,2,1,10,0.0,2.0
1,207,was,0,2,0,11,0.0,2.0
1,208,in,0,1,0,12,0.0,1.0
1,209,the,0,1,0,13,0.0,1.0
1,210,wood,8,0,8,13,1.0,0.0
1,211,and,0,0,0,5,0.0,0.0
1,212,drink,0,1,0,6,0.0,1.0
1,213,its,0,1,0,7,0.0,1.0
1,214,fresh,0,0,0,7,1.0,0.0
1,215,"water,",6,0,6,7,1.0,0.0
1,216,so,0,1,0,2,0.0,1.0
1,217,that,0,0,0,2,1.0,0.0
1,218,the,0,3,0,5,0.0,3.0
1,219,people,1,0,1,5,1.0,0.0
1,220,of,0,1,0,5,0.0,1.0
1,221,Bradford,3,1,3,6,0.0,1.0
1,222,had,0,1,0,4,0.0,1.0
1,223,second,0,2,0,6,0.0,2.0
1,224,thoughts,1,0,1,6,1.0,0.0
1,225,about,0,1,0,6,0.0,1.0
1,226,visiting,0,2,0,8,0.0,2.0
1,227,the,0,1,0,9,0.0,1.0
1,228,well.,10,0,9,9,1.0,0.0
1,229,That,0,2,0,2,0.0,1.0
1,230,the,0,3,0,5,0.0,3.0
1,231,people,1,0,1,5,1.0,0.0
1,232,of,0,1,0,5,0.0,1.0
1,233,Bradford,3,1,3,6,0.0,1.0
1,234,bore,0,1,0,4,0.0,1.0
1,235,the,0,2,0,6,0.0,2.0
1,236,brunt,1,0,1,6,1.0,0.0
1,237,of,0,1,0,6,0.0,1.0
1,238,the,0,2,0,8,0.0,2.0
1,239,beast's,1,0,1,8,1.0,0.0
1,240,ferocity,6,0,6,7,0.0,0.0
1,241,was,0,1,0,2,0.0,1.0
1,242,unfair,0,1,0,3,0.0,1.0
1,243,in,0,1,0,4,0.0,1.0
1,244,the,0,2,0,6,0.0,2.0
1,245,eyes,1,0,1,6,1.0,0.0
1,246,of,0,1,0,6,0.0,1.0
1,247,the,0,2,0,8,0.0,2.0
1,248,people,1,0,1,8,1.0,0.0
1,249,of,0,1,0,8,0.0,1.0
1,250,the,0,1,0,9,0.0,1.0
1,251,region.,10,0,9,9,1.0,0.0
1,252,"Eventually,",1,2,1,2,0.0,1.0
1,253,the,0,1,0,2,0.0,1.0
1,254,issue,1,0,1,2,1.0,0.0
1,255,reached,0,1,0,2,0.0,1.0
1,256,the,0,2,0,4,0.0,2.0
1,257,ears,1,0,1,4,1.0,0.0
1,258,of,0,1,0,4,0.0,1.0
1,259,the,0,2,0,6,0.0,2.0
1,260,kindly,0,0,0,6,1.0,0.0
1,261,Lord,1,0,1,6,1.0,0.0
1,262,of,0,1,0,6,0.0,1.0
1,263,the,0,1,0,7,0.0,1.0
1,264,Manor,2,0,2,7,1.0,0.0
1,265,who,1,2,1,7,0.0,2.0
1,266,the,0,2,0,8,0.0,2.0
1,267,people,1,0,1,8,1.0,0.0
1,268,had,0,1,0,8,0.0,1.0
1,269,often,1,1,1,9,0.0,1.0
1,270,asked,0,1,0,9,0.0,1.0
1,271,for,0,1,0,10,0.0,1.0
1,272,help.,12,1,11,11,0.0,1.0
1,273,The,0,2,0,2,0.0,1.0
1,274,Lord,1,0,1,2,1.0,0.0
1,275,saw,0,2,0,3,0.0,2.0
1,276,the,0,2,0,5,0.0,2.0
1,277,severity,1,0,1,5,1.0,0.0
1,278,of,0,1,0,5,0.0,1.0
1,279,the,0,2,0,7,0.0,2.0
1,280,problem,1,0,1,7,1.0,0.0
1,281,the,0,3,0,9,0.0,3.0
1,282,people,1,0,1,9,1.0,0.0
1,283,faced,8,2,8,10,0.0,2.0
1,284,and,0,0,0,2,0.0,0.0
1,285,suggested,0,1,0,3,0.0,1.0
1,286,a,0,3,0,6,0.0,3.0
1,287,contest,1,0,1,6,1.0,0.0
1,288,could,0,1,0,6,0.0,1.0
1,289,solve,0,1,0,7,0.0,1.0
1,290,the,0,1,0,8,0.0,1.0
1,291,problem.,9,0,8,8,1.0,0.0
1,292,He,1,2,1,2,0.0,1.0
1,293,said,0,1,0,2,0.0,1.0
1,294,that,0,1,0,3,0.0,1.0
1,295,whoever,1,4,1,7,0.0,4.0
1,296,could,0,2,0,8,0.0,2.0
1,297,kill,0,2,0,10,0.0,2.0
1,298,the,0,1,0,11,0.0,1.0
1,299,boar,2,0,2,11,1.0,0.0
1,300,and,0,0,0,9,0.0,0.0
1,301,bring,0,1,0,10,0.0,1.0
1,302,as,0,1,0,11,0.0,1.0
1,303,proof,2,1,2,12,0.0,1.0
1,304,its,0,1,0,11,0.0,1.0
1,305,head,1,0,1,11,1.0,0.0
1,306,to,0,1,0,11,0.0,1.0
1,307,the,0,1,0,12,0.0,1.0
1,308,Manor,0,0,0,12,1.0,0.0
1,309,House,8,0,8,12,1.0,0.0
1,310,would,0,1,0,5,0.0,1.0
1,311,be,0,1,0,6,0.0,1.0
1,312,rewarded,0,1,0,7,0.0,1.0
1,313,with,0,1,0,8,0.0,1.0
1,314,land,0,1,0,9,0.0,1.0
1,315,and,0,0,0,9,1.0,0.0
1,316,fame.,10,0,9,9,1.0,0.0
1,317,It,1,3,1,3,0.0,2.0
1,318,was,0,1,0,3,0.0,1.0
1,319,the,0,4,0,7,0.0,4.0
1,320,people,1,0,1,7,1.0,0.0
1,321,of,0,1,0,7,0.0,1.0
1,322,Bradford,3,1,3,8,0.0,1.0
1,323,and,0,0,0,5,0.0,0.0
1,324,the,0,2,0,7,0.0,2.0
1,325,people,1,0,1,7,1.0,0.0
1,326,who,1,2,1,8,0.0,2.0
1,327,knew,0,2,0,9,0.0,2.0
1,328,them,6,1,6,10,0.0,1.0
1,329,who,1,2,1,6,0.0,2.0
1,330,rejoiced,0,2,0,7,0.0,2.0
1,331,at,0,1,0,8,0.0,1.0
1,332,this,0,1,0,9,0.0,1.0
1,333,proclamation,8,0,8,9,1.0,0.0
1,334,but,0,0,0,1,0.0,0.0
1,335,one,0,2,0,3,0.0,2.0
1,336,question,1,0,1,3,1.0,0.0
1,337,remained:,1,1,1,3,0.0,1.0
1,338,who,1,2,1,4,0.0,2.0
1,339,would,0,2,0,5,0.0,2.0
1,340,kill,0,1,0,6,0.0,1.0
1,341,the,0,1,0,7,0.0,1.0
1,342,boar?,8,0,7,7,1.0,0.0
1,343,By,0,3,0,3,0.0,2.0
1,344,the,0,1,0,4,0.0,1.0
1,345,handsome,0,0,0,4,1.0,0.0
1,346,reward,2,0,2,4,1.0,0.0
1,347,many,1,1,1,3,0.0,1.0
1,348,felt,0,1,0,3,0.0,1.0
1,349,"tempted,",3,1,3,4,0.0,1.0
1,350,but,0,0,0,1,0.0,0.0
1,351,the,0,3,0,4,0.0,3.0
1,352,thought,1,0,1,4,1.0,0.0
1,353,of,0,1,0,4,0.0,1.0
1,354,the,0,2,0,6,0.0,2.0
1,355,boar,1,0,1,6,1.0,0.0
1,356,with,0,1,0,6,0.0,1.0
1,357,its,0,1,0,7,0.0,1.0
1,358,deadly,0,1,0,8,0.0,1.0
1,359,tusks,1,0,1,8,1.0,0.0
1,360,and,0,0,0,7,0.0,0.0
1,361,face,0,1,0,8,0.0,1.0
1,362,like,0,1,0,9,0.0,1.0
1,363,thunder,8,1,8,10,0.0,1.0
1,364,soon,1,1,1,3,0.0,1.0
1,365,put,0,1,0,3,0.0,1.0
1,366,an,0,2,0,5,0.0,2.0
1,367,end,1,0,1,5,1.0,0.0
1,368,to,0,1,0,5,0.0,1.0
1,369,their,0,1,0,6,0.0,1.0
1,370,ambitions.,7,0,6,6,1.0,0.0
1,371,"However,",1,2,1,2,0.0,1.0
1,372,there,1,1,1,2,0.0,1.0
1,373,was,0,1,0,2,0.0,1.0
1,374,one,0,2,0,4,0.0,2.0
1,375,"huntsman,",1,0,1,4,1.0,0.0
1,376,who,1,2,1,5,0.0,2.0
1,377,was,0,2,0,6,0.0,2.0
1,378,still,1,2,1,8,0.0,2.0
1,379,wet,0,0,0,7,0.0,0.0
1,380,behind,0,1,0,8,0.0,1.0
1,381,the,0,1,0,9,0.0,1.0
1,382,"ears,",6,0,6,9,1.0,0.0
1,383,who,1,2,1,5,0.0,2.0
1,384,decided,0,2,0,6,0.0,2.0
1,385,the,0,3,0,9,0.0,3.0
1,386,prize,1,0,1,9,1.0,0.0
1,387,was,0,1,0,9,0.0,1.0
1,388,worth,0,1,0,10,0.0,1.0
1,389,a,0,1,0,11,0.0,1.0
1,390,"shot,",3,0,3,11,1.0,0.0
1,391,in,0,1,0,9,0.0,1.0
1,392,spite,1,2,1,11,0.0,2.0
1,393,of,0,1,0,11,0.0,1.0
1,394,the,0,2,0,13,0.0,2.0
1,395,boar's,1,0,1,13,1.0,0.0
1,396,reputation.,13,0,12,12,0.0,0.0
1,397,The,0,2,0,2,0.0,1.0
1,398,huntsman,1,0,1,2,1.0,0.0
1,399,discovered,0,1,0,2,0.0,1.0
1,400,the,0,3,0,5,0.0,3.0
1,401,boar,1,0,1,5,1.0,0.0
1,402,preferred,0,1,0,5,0.0,1.0
1,403,to,0,2,0,7,0.0,2.0
1,404,come,0,1,0,8,0.0,1.0
1,405,out,1,1,1,9,0.0,1.0
1,406,in,0,1,0,9,0.0,1.0
1,407,the,0,2,0,11,0.0,2.0
1,408,middle,1,0,1,11,1.0,0.0
1,409,of,0,1,0,11,0.0,1.0
1,410,the,0,1,0,12,0.0,1.0
1,411,day.,13,0,12,12,1.0,0.0
1,412,So,0,1,0,1,0.0,0.0
1,413,he,1,1,1,2,0.0,1.0
1,414,went,0,1,0,2,0.0,1.0
1,415,to,0,1,0,3,0.0,1.0
1,416,the,0,2,0,5,0.0,2.0
1,417,wood,1,0,1,5,1.0,0.0
1,418,by,0,1,0,5,0.0,1.0
1,419,the,0,1,0,6,0.0,1.0
1,420,well,4,0,4,6,1.0,0.0
1,421,with,0,1,0,3,0.0,1.0
1,422,his,0,1,0,4,0.0,1.0
1,423,good,0,0,0,4,1.0,0.0
1,424,"bow,",2,0,2,4,1.0,0.0
1,425,to,0,2,0,4,0.0,2.0
1,426,bide,0,1,0,5,0.0,1.0
1,427,his,0,1,0,6,0.0,1.0
1,428,time.,7,0,6,6,1.0,0.0
1,429,Around,0,2,0,2,0.0,1.0
1,430,"noontime,",2,1,2,3,0.0,1.0
1,431,the,0,2,0,3,0.0,2.0
1,432,"boar,",1,0,1,3,1.0,0.0
1,433,feared,0,1,0,3,0.0,1.0
1,434,by,0,1,0,4,0.0,1.0
1,435,the,0,1,0,5,0.0,1.0
1,436,"locals,",4,0,4,5,1.0,0.0
1,437,came,0,1,0,2,0.0,1.0
1,438,"out,",1,1,1,3,0.0,1.0
1,439,as,0,2,0,4,0.0,2.0
1,440,slow,0,0,0,4,1.0,0.0
1,441,as,0,1,0,5,0.0,1.0
1,442,a,0,1,0,6,0.0,1.0
1,443,"snail,",4,0,4,6,1.0,0.0
1,444,from,0,1,0,3,0.0,1.0
1,445,among,0,1,0,4,0.0,1.0
1,446,the,0,1,0,5,0.0,1.0
1,447,"trees,",3,0,3,5,1.0,0.0
1,448,just,0,1,0,3,0.0,1.0
1,449,as,0,0,0,3,1.0,0.0
1,450,the,0,2,0,5,0.0,2.0
1,451,huntsman,1,0,1,5,1.0,0.0
1,452,had,0,1,0,5,0.0,1.0
1,453,predicted.,7,1,6,6,0.0,1.0
1,454,The,0,2,0,2,0.0,1.0
1,455,huntsman,1,0,1,2,1.0,0.0
1,456,leaped,0,2,0,3,0.0,2.0
1,457,from,0,1,0,4,0.0,1.0
1,458,his,0,1,0,5,0.0,1.0
1,459,hiding,0,0,0,5,1.0,0.0
1,460,place,3,0,3,5,1.0,0.0
1,461,and,0,0,0,2,0.0,0.0
1,462,through,0,2,0,4,0.0,2.0
1,463,the,0,2,0,6,0.0,2.0
1,464,heart,1,0,1,6,1.0,0.0
1,465,with,0,1,0,6,0.0,1.0
1,466,his,0,1,0,7,0.0,1.0
1,467,fine,0,0,0,7,1.0,0.0
1,468,arrows,4,0,4,7,1.0,0.0
1,469,shot,0,0,0,3,0.0,0.0
1,470,the,0,1,0,4,0.0,1.0
1,471,boar.,5,0,4,4,1.0,0.0
1,472,Now,1,2,1,2,0.0,1.0
1,473,the,0,1,0,2,0.0,1.0
1,474,problem,1,0,1,2,1.0,0.0
1,475,was,0,1,0,2,0.0,1.0
1,476,no,0,1,0,3,0.0,1.0
1,477,longer,1,0,1,3,1.0,0.0
1,478,to,0,2,0,4,0.0,2.0
1,479,kill,0,1,0,5,0.0,1.0
1,480,the,0,1,0,6,0.0,1.0
1,481,boar.,7,0,6,6,1.0,0.0
1,482,It,1,2,1,2,0.0,1.0
1,483,was,0,1,0,2,0.0,1.0
1,484,to,0,2,0,4,0.0,2.0
1,485,find,0,1,0,5,0.0,1.0
1,486,a,0,1,0,6,0.0,1.0
1,487,way,0,0,0,6,1.0,0.0
1,488,to,0,2,0,8,0.0,2.0
1,489,carry,0,1,0,9,0.0,1.0
1,490,the,0,1,0,10,0.0,1.0
1,491,boar,1,0,1,10,1.0,0.0
1,492,back.,11,1,10,10,0.0,1.0
1,493,The,0,3,0,3,0.0,2.0
1,494,head,1,0,1,3,1.0,0.0
1,495,was,0,1,0,3,0.0,1.0
1,496,too,0,1,0,4,0.0,1.0
1,497,heavy,0,0,0,4,1.0,0.0
1,498,for,0,1,0,5,0.0,1.0
1,499,the,0,2,0,7,0.0,2.0
1,500,little,0,0,0,7,1.0,0.0
1,501,huntsman,1,0,1,7,1.0,0.0
1,502,to,0,1,0,7,0.0,1.0
1,503,carry,0,1,0,8,0.0,1.0
1,504,back,1,1,1,9,0.0,1.0
1,505,to,0,1,0,9,0.0,1.0
1,506,the,0,1,0,10,0.0,1.0
1,507,Manor,0,0,0,10,1.0,0.0
1,508,"House,",9,0,9,10,1.0,0.0
1,509,but,0,0,0,1,0.0,0.0
1,510,the,0,3,0,4,0.0,3.0
1,511,"huntsman,",1,0,1,4,1.0,0.0
1,512,who,1,2,1,5,0.0,2.0
1,513,was,0,2,0,6,0.0,2.0
1,514,as,0,2,0,8,0.0,2.0
1,515,quick-witted,0,0,0,8,1.0,0.0
1,516,and,0,0,0,8,1.0,0.0
1,517,cunning,1,0,1,8,1.0,0.0
1,518,as,0,1,0,8,0.0,1.0
1,519,"ever,",7,1,7,9,0.0,1.0
1,520,asked,0,1,0,3,0.0,1.0
1,521,"himself,",1,1,1,4,0.0,1.0
1,522,'What,0,2,0,4,0.0,1.0
1,523,else,1,0,1,5,0.0,1.0
1,524,can,0,1,0,5,0.0,1.0
1,525,I,1,1,1,6,0.0,1.0
1,526,do,0,1,0,6,0.0,1.0
1,527,to,0,2,0,8,0.0,2.0
1,528,prove,0,1,0,9,0.0,1.0
1,529,I,1,3,1,12,0.0,3.0
1,530,killed,0,1,0,12,0.0,1.0
1,531,the,0,1,0,13,0.0,1.0
1,532,boar?',14,0,13,13,1.0,0.0
1,533,The,0,1,0,1,0.0,0.0
1,534,next,0,1,0,2,0.0,1.0
1,535,instance,2,0,2,2,1.0,0.0
1,536,he,1,2,1,2,0.0,2.0
1,537,opened,0,2,0,3,0.0,2.0
1,538,the,0,2,0,5,0.0,2.0
1,539,boar's,1,0,1,5,1.0,0.0
1,540,mouth,2,0,2,4,0.0,0.0
1,541,and,0,0,0,2,0.0,0.0
1,542,cut,0,1,0,3,0.0,1.0
1,543,out,1,1,1,4,0.0,1.0
1,544,its,0,1,0,4,0.0,1.0
1,545,"tongue,",2,0,2,4,1.0,0.0
1,546,taking,0,2,0,4,0.0,2.0
1,547,that,1,1,1,5,0.0,1.0
1,548,as,0,1,0,5,0.0,1.0
1,549,proof,2,1,2,6,0.0,1.0
1,550,for,0,1,0,5,0.0,1.0
1,551,the,0,1,0,6,0.0,1.0
1,552,Lord.,7,0,6,6,1.0,0.0
1,553,He,1,3,1,3,0.0,3.0
1,554,set,0,1,0,3,0.0,1.0
1,555,out,1,1,1,4,0.0,1.0
1,556,for,0,1,0,4,0.0,1.0
1,557,the,0,1,0,5,0.0,1.0
1,558,Manor,0,0,0,5,1.0,0.0
1,559,House,2,0,2,5,1.0,0.0
1,560,as,0,2,0,5,0.0,2.0
1,561,quickly,1,0,1,5,1.0,0.0
1,562,as,0,1,0,5,0.0,1.0
1,563,he,1,2,1,7,0.0,2.0
1,564,could,6,1,6,7,0.0,1.0
1,565,and,0,0,0,1,0.0,0.0
1,566,he,1,2,1,3,0.0,2.0
1,567,had,0,1,0,3,0.0,1.0
1,568,only,1,1,1,4,0.0,1.0
1,569,been,0,1,0,4,0.0,1.0
1,570,gone,0,1,0,5,0.0,1.0
1,571,a,0,1,0,6,0.0,1.0
1,572,few,0,0,0,6,1.0,0.0
1,573,minutes,1,0,1,6,1.0,0.0
1,574,when,1,2,1,7,0.0,2.0
1,575,a,0,3,0,9,0.0,3.0
1,576,second,0,0,0,9,1.0,0.0
1,577,"huntsman,",1,0,1,9,1.0,0.0
1,578,not,0,2,0,10,0.0,2.0
1,579,so,0,0,0,10,1.0,0.0
1,580,bold,0,0,0,10,1.0,0.0
1,581,as,0,1,0,11,0.0,1.0
1,582,the,0,1,0,12,0.0,1.0
1,583,first,3,0,3,12,1.0,0.0
1,584,but,0,0,0,9,0.0,0.0
1,585,a,0,2,0,11,0.0,2.0
1,586,little,1,0,1,11,1.0,0.0
1,587,more,0,0,0,10,0.0,0.0
1,588,"cunning,",3,0,3,10,1.0,0.0
1,589,came,0,1,0,8,0.0,1.0
1,590,on,0,1,0,9,0.0,1.0
1,591,the,0,1,0,10,0.0,1.0
1,592,scene.,11,0,10,10,1.0,0.0
1,593,Seeing,0,3,0,3,0.0,2.0
1,594,the,0,2,0,5,0.0,2.0
1,595,slain,0,0,0,5,1.0,0.0
1,596,carcass,1,0,1,5,1.0,0.0
1,597,of,0,1,0,5,0.0,1.0
1,598,the,0,1,0,6,0.0,1.0
1,599,"boar,",5,0,5,6,1.0,0.0
1,600,the,0,1,0,2,0.0,1.0
1,601,huntsman,1,0,1,2,1.0,0.0
1,602,rejoiced,0,1,0,2,0.0,1.0
1,603,in,0,1,0,3,0.0,1.0
1,604,his,0,1,0,4,0.0,1.0
1,605,good,0,0,0,4,1.0,0.0
1,606,fortune.,5,0,4,4,1.0,0.0
1,607,The,0,2,0,2,0.0,1.0
1,608,second,0,0,0,2,1.0,0.0
1,609,huntsman,1,0,1,2,1.0,0.0
1,610,knew,0,2,0,3,0.0,2.0
1,611,a,0,4,0,7,0.0,4.0
1,612,shortcut,1,0,1,7,1.0,0.0
1,613,to,0,1,0,7,0.0,1.0
1,614,the,0,1,0,8,0.0,1.0
1,615,Manor,0,0,0,8,1.0,0.0
1,616,House,3,0,3,8,1.0,0.0
1,617,was,0,1,0,6,0.0,1.0
1,618,just,1,1,1,7,0.0,1.0
1,619,around,0,1,0,7,0.0,1.0
1,620,the,0,1,0,8,0.0,1.0
1,621,nearby,0,0,0,8,1.0,0.0
1,622,"pond,",6,0,6,8,1.0,0.0
1,623,"and,",0,0,0,2,0.0,0.0
1,624,being,0,3,0,5,0.0,3.0
1,625,a,0,2,0,7,0.0,2.0
1,626,bigger,0,0,0,7,1.0,0.0
1,627,man,1,0,1,7,1.0,0.0
1,628,than,0,1,0,7,0.0,1.0
1,629,the,0,1,0,8,0.0,1.0
1,630,"first,",5,0,5,8,1.0,0.0
1,631,was,0,0,0,3,0.0,0.0
1,632,able,0,1,0,4,0.0,1.0
1,633,to,0,2,0,6,0.0,2.0
1,634,pick,0,2,0,8,0.0,2.0
1,635,up,1,1,1,9,0.0,1.0
1,636,the,0,2,0,10,0.0,2.0
1,637,boar's,1,0,1,10,1.0,0.0
1,638,head,2,0,2,9,0.0,0.0
1,639,and,0,0,0,7,0.0,0.0
1,640,carry,0,1,0,8,0.0,1.0
1,641,it,1,1,1,9,0.0,1.0
1,642,through,0,1,0,9,0.0,1.0
1,643,the,0,1,0,10,0.0,1.0
1,644,wood,2,0,2,10,1.0,0.0
1,645,towards,0,1,0,9,0.0,1.0
1,646,the,0,2,0,11,0.0,2.0
1,647,prize,1,0,1,11,1.0,0.0
1,648,that,1,2,1,12,0.0,2.0
1,649,awaited,0,2,0,13,0.0,2.0
1,650,him.,15,1,14,14,0.0,1.0
1,651,The,0,3,0,3,0.0,2.0
1,652,Lord,1,0,1,3,1.0,0.0
1,653,of,0,1,0,3,0.0,1.0
1,654,the,0,1,0,4,0.0,1.0
1,655,Manor,3,0,3,4,1.0,0.0
