story_id,sent_uid,text
1,31,"'But first, let me examine the head of this monster,' said the Lord of the Manor."
1,32,To not examine the head in advance had not been very clever on the part of the huntsman.
1,33,"Right away, the Lord noticed the tongue of the boar was missing and exclaimed, 'What is this?"
1,34,A boar with no tongue?'
1,35,"He looked at the huntsman, dubiously."
1,36,'How come this creature has no tongue?'
1,37,he demanded.
1,38,All eyes were on the huntsman.
1,39,"The huntsman questioned by the Lord replied, 'I cannot say, my Lord.'"
1,40,He was suddenly realizing his tricky situation could end badly for him.
1,41,"Through the door at this moment, the first huntsman burst."
1,42,'The woes of Bradford are ended!'
1,43,he cried.
1,44,'I have slain the boar the people of Bradford dreaded!'
1,45,All eyes turned to the man who now stood in the doorway.
1,46,"'The reward is already given,' said the Lord of the Manor."
1,47,'The man here has brought to me the boar's head.'
1,48,'Then where is its tongue?'
1,49,the first huntsman replied.
1,50,"And, so saying, he drew out the boar's tongue he had put in his hunting pouch and related how he had ambushed the creature in the wood and cut out its tongue as proof of his victory."
1,51,"Listening to the tale, the Lord of the Manor tried to discern which huntsman was telling him the truth and what the two huntsmen were thinking as they waited for him to make a decision."
1,52,"Almost instantly, the Lord saw that the second huntsman had fed him a pack of lies and it was the first huntsman who was the true savior of Bradford."
1,53,The Lord believed the second huntsman had tried to steal the first huntsman's prize and so proclaimed the first huntsman the true victor.
1,54,The Lord wondered for a moment why he always encountered so much chicanery in his everyday interactions.
1,55,"The huntsman who had earned his prize fair and square received as his reward a piece of land just outside the town, known thereafter as Hunt Yard."
1,56,"His fame was indeed assured, but it was not nearly as lasting as that of the fearsome Bradford Boar."
2,58,"on the silver backs of the fishes as they plunged up and down in the waves, and, no matter how high he sprung, he always came down again into his mother's lap."
2,59,"His mother, you know, was the ocean, and very beautiful she looked that summer day in her dark blue dress and white ruffles."
2,60,"By and by, the happy water drop tired of his play, and looking up to the clear sky above him, thought he would like to have a sail on one of the white, marshmallow-like clouds, instead of spending his whole life in the ocean."
2,61,"Of the sky, little Aqua had always been afraid, but he decided to finally face his demons and suggested a solution involving the sun carrying him up to the sky would be ideal."
2,62,"The sun understood Aqua's request came from his heart, so he acquiesced and also took ever so many other drops, so that Aqua might not be lonesome on the way."
2,63,"It was only the sun that knew this, however, for all the other drops had been changed into fine mist or vapor and Aqua could not see them."
2,64,Do you know what vapor is?
2,65,"If you breathe into the air, when it is cold enough, you will see it coming out of your mouth thick and fast like steam."
2,66,"When the vapor is quite near the earth, we call it 'fog'."
2,67,"Into vapor the water drops that danced in the ocean had been changed, because in their own shape they were too heavy for the sunbeams that the sun let out to carry."
2,68,"Higher and higher they sailed, and though it was grand, Aqua and his friends were like fish out of water, so they grew quite dizzy."
2,69,"They enjoyed looking down on the world below, while the wind scattered them across the four corners of the earth, but after a while it grew nearly time for the sun to go to bed."
2,70,"He became very red in the face, and began to sink lower and lower, until suddenly he went clear out of sight!"
2,71,"Poor little Aqua, frightened by the impending cold and darkness, wished he could sleep not in the sky, but somewhere closer to earth."
2,72,Then Aqua heard the wind blow and conjectured that maybe the wind could take him back down to the ocean.
2,73,"Indeed, the wind took pity on him and fanned him, together with all of his brothers and sisters, into a heavy gray cloud, after which he blew them apart and told them to hurry down, fast and furious to the earth, so they could have a fighting chance of reaching the ocean."
2,74,"Down they went, rolling over each other until with a patter and clatter and spatter they touched the ground, and all the people that the raindrops fell on cried, 'It's raining', and took out their umbrellas."
2,75,"Some of the drops that were the most fortunate, including Aqua, fell on a mountainside, and down the rocky cliff they ran."
2,76,"Together they plunged into a mountain brook, which came foaming and dashing along, leaping over rocks and rushing down the hillside, until in the valley below they heard the strangest clattering noise."
2,77,The little water drops were then able to make out a flour mill that was standing on the bank.
2,78,"Inside the mill, the water drops saw two great stones, which the big wheel kept whizzing round and round."
2,79,"The stones, smoothed by the spinning, were busy grinding the wheat into flour and the corn into golden meal."
2,80,But what giant do you suppose it was who could turn and swing that tremendous wheel?
2,81,No giant at all.
2,82,"It was just our tiny little water drops, who sprang on it by hundreds and thousands, and whirled it over and over."
2,83,It was lucky for the water drops that the brook where they were swimming next emptied into a beautiful pond where ducks and geese were living peacefully.
2,84,"Aqua liked to play hide-and-seek in this pond, and it was his brother water drop who he fooled by swimming to a big pool of water and pretending to hide there, but then sneaking under a rock into an obscured little puddle."
2,85,"His brother had blatantly peeked and even followed Aqua as he entered the big pool of water, so when he searched there and could not find him, he was extremely surprised and gave up."
2,86,"Aqua liked this pond where he could play all day, so he stayed a good while, sailing up and down, taking the ducks' backs for ships and the frogs for horses, but after a time he tired of the dull life, and he and his brothers floated under a bridge for a long distance, until they saw another brook tumbling down a hillside."
2,87,"'Come, let's join hands!'"
2,88,"cried Aqua and because the water drops were all together, overcoming the brook was child's play."
2,89,"It was by the help of Aqua and his brothers that the bewitching river was able to float heavy ships, though not so long ago it was only a little stream."
2,90,"As the river grew wider and he could almost see the ocean, Aqua realized his journey was almost over and he had come full circle."
2,91,"Back in the ocean, he felt right at home."
2,92,"For him, this was the safest, sweetest place in the whole wide world."
2,93,"During the warm summer evenings, if you take a walk on the sea beach, you will hear the gentle rippling swash of the waves and some say that it must be the gurgling voices of Aqua and his brother water drops telling each other about their wonderful journey around the world."
3,95,poor as a church mouse.
3,96,"It's true she had on a pair of slippers her mother had once given her when she left home, but they were as much use to her as a chocolate teapot."
3,97,The slippers owned by her mother were so large that the emaciated little creature had lost them while running across the street to avoid two carriages that were rolling along at a terrible rate.
3,98,"One of the slippers she could not find, and a boy seized upon the other, saying that he could use it as a home for his little pet mouse."
3,99,"So with her naked feet, which were quite red and blue with the cold, the little girl went on, wondering how she would get through this dreadful night."
3,100,"She approached an old hovel she had used as a shelter a few times before, and found the entrance was locked."
3,101,Tough luck for the girl!
3,102,This day was even worse than the others.
3,103,No Good Samaritan had given her even a penny.
3,104,And she had no luck selling any matches that she carried in the old apron her grandmother had given her.
3,105,"Poor little child, she looked the picture of misery."
3,106,"On her long, fair hair, which hung in curls on her shoulders, the snowflakes kept landing, but she did not notice them as she shivered along."
3,107,She was losing strength and beginning to doubt she could weather this storm.
3,108,"It was New Year's, and the girl asked herself why, as lights shone from every window, and the savory smell of roast goose crept out on the streets, she was outside all alone."
3,109,"Exhausted, she finally sat down in a corner behind the little bakery."
3,110,"She put a rag she had found over her legs to cover herself, but she could not keep off the cold."
3,111,"The girl, who the night air had completely enveloped, dared not go home, for she had sold no matches."
3,112,Her father had been mean and moody ever since his wife had gone to meet her Maker.
3,113,"He would certainly beat her, as he has done several times in the weeks past, because she had not earned any money today."
3,114,"Besides, it was almost as cold at home as outside, for they had only a patchy roof to cover them."
3,115,The girl's little hands were almost frozen solid so she decided that a burning match might be of some good.
3,116,'Scratch!'
3,117,sounded the match as she drew it out.
3,118,How it sputtered as it burnt!
3,119,"It gave a warm, candle-like bright light that the girl hid from the world as she held her hand over it."
3,120,Why had no one wanted to buy even one match?
3,121,"A wonderful light, it was really."
3,122,"It seemed to the girl that she was sitting by a large iron stove, with polished brass feet and a brass ornament."
3,123,How the fire burned!
3,124,"The girl was pleased and the fire actually seemed so warm that the child stretched out her feet as if to warm them, when suddenly the flame of the match went out."
3,125,"It was a short, stubby match that the little girl next rubbed on the wall."
3,126,"It burst into a flame, and lo and behold, the girl was transported from her dank city to a beautiful, sunny forest."
3,127,She heard the birds chirping and she was surrounded by wildflowers and birches as white as snow.
3,128,A little squirrel hid some food in the ground and scurried off into the underbrush.
3,129,"The girl was curious, so she dug some squirrel food up to see what it was, but then she forgot to put it back."
3,130,"The squirrel came back and looked in its hiding place, but the food was nowhere to be found."
3,131,"Then the match went out, and it wasn't the forest that remained before her eyes."
3,132,"It was only the thick, damp, cold wall."
3,133,"The girl looked despondently into the sky that was now fully darkened and suddenly she saw a star fall, leaving behind it a bright streak of fire."
3,134,"'Someone is dying,' thought the little girl."
3,135,"It was her old grandmother, the one who had loved her the most, and the one who the girl used to visit every Sunday, who had told her that when a star falls, a soul leaves this earth."
3,136,It was her last match that the little girl now rubbed on the wall and the light again shone round her.
3,137,"Her old grandmother in the brightness stood, loving in her appearance."
3,138,"The girl understood her grandmother would soon disappear, but she tried to play for time."
3,139,"'Grandmother,' cried the little one, 'O take me with you!"
3,140,I know you will go away when the match burns out!'
3,141,"The girl decided to light the whole bundle of matches, in order to keep her grandmother there."
3,142,"The girl saw the matches glowed with a light that was brighter than the day, and her grandmother had never appeared so large or so beautiful as she did in the light of the little matches."
3,143,"The grandmother then took the little girl in her arms, and they both flew upwards in brightness and joy far above the earth, where there was neither cold nor hunger, and the little girl felt safe and peaceful."
3,144,"In the dawn of the morning there lay the poor little one, not frowning, but smiling and with a pale face leaning against the wall, frozen and stone dead."
3,145,"'She tried to warm herself,' said some."
3,146,Children who saw her were asking their parents why no one helped the girl who they knew looked dirt poor and helpless.
3,147,"Passersby who saw her sitting motionless wished they could have helped the girl, but their good intentions were a day late and a dollar short."
3,148,"Other people suspected the girl had fallen asleep and frozen, but no one imagined what beautiful things she had seen, nor into what glory she had entered with her grandmother, on New Year's day."
4,150,"would be unable to come, many birds came from faraway meadows and woods."
4,151,"The eagle, who already thought himself the de facto king, arrived fashionably late."
4,152,"It was a hawk who was most excited about the meeting, because he was the dark horse for king."
4,153,"The small fry came too, and the robin, the bluebird, the owl, the lark, and the sparrow, who had only a chance in a million to be king, were all present at the meeting."
4,154,"The cuckoo, who was almost not invited because his call so annoyed the other birds, came too."
4,155,"It was the very little bird who had no name at all, however, that would end up overturning the balance of power among the birds."
4,156,"That there would be great confusion and noise among the birds at the meeting was to be expected, given the sheer numbers of birds that have gathered."
4,157,"There was piping, hissing, and clacking, but finally it was decided that the bird that could fly the highest should be king."
4,158,"The little bird lay low near the eagle at first, but the eagle did not notice the bird hopping onto his back right as the competition was about to commence."
4,159,Into the air in a great flock all the birds flew when the signal was given.
4,160,"The air was full of dust, and it seemed as if a black cloud were floating over the field."
4,161,You could hear the birds chirping and flapping from fields that were miles away.
4,162,The little birds that soon grew tired fell back quickly to earth.
4,163,"The fact that the larger ones held out longer, and flew higher and higher, but the eagle flew highest of any, surprised no one."
4,164,Could anyone stop the eagle that seemed to be flying straight into the sun?
4,165,"The other birds gave out one by one and when the eagle saw this he thought, 'What is the use of flying any higher?"
4,166,This victory is in the bag and I am king!'
4,167,"Then the birds below called with one accord, 'Come back, come back!"
4,168,It is you who must be our king because no one can fly as high as you.'
4,169,'Except me!'
4,170,"cried a shrill, shrill voice, and out of the blue the little bird without a name rose from the eagle's back, where he had lain hidden in the feathers."
4,171,"His guile was the ace up his sleeve, and he laughed to himself at how easy it had been to outwit the other birds."
4,172,"Higher and higher he mounted, until he was lost to sight, and then folding his wings together, he sank to earth crying shrilly, 'I am king, I am king!'"
4,173,The eagle tricked by the little bird had not sensed the bird in his feathers and so had not at all expected the bird to come flying out like that.
4,174,The birds back on earth were all up in arms.
4,175,"'You, and not the eagle, our king?'"
4,176,"the birds cried, fuming with anger."
4,177,"'You have done this by breaking every rule in the book, so we will not have you, who are simply tricky and cunning, to reign over us.'"
4,178,"The bird without a name then decided to clear the air and said, 'Then let everyone start with a clean slate and perform a new challenging task."
4,179,Then we can decide who should be the real king.'
4,180,"Then the birds gathered together again and decided the case would be resolved by making a new condition, which was that he should be king who could go the deepest into the earth."
4,181,So the little bird who the other birds despised was now back to square one.
4,182,"Confident, he remained, however, that if he played his cards right, he could be king."
4,183,"How the goose wallowed in the sand, and the duck strove to dig a hole for the new task!"
4,184,"All the other birds tried to hide themselves in the ground, too, until they were practically blue in the face."
4,185,"The nameless little bird that was as bold as brass found a pitch dark mouse's hole, and creeping in cried, 'I am king, I am king!'"
4,186,but it was of no avail.
4,187,"'You, our king?'"
4,188,"all the remaining birds who the littlest bird had outwitted cried again, even more angrily than before."
4,189,'Do you think we would reward your cunning in this way?
4,190,"No, no!"
4,191,You shall stay in the earth till you die of hunger!'
4,192,"So they shut up the little bird in the mouse's hole that the mouse gave up most unwillingly, and bade the owl watch him carefully night and day."
4,193,"Then all the birds went home to bed, for they were very tired, but the owl assigned by the birds to stand guard found his job was lonely and wearisome because he was just sitting alone staring at the mouse's hole."
4,194,"'I can close one eye and watch with the other,' he thought."
4,195,"So he closed one eye and stared steadfastly with the other, but before he knew it he forgot to keep that one open, and both eyes were fast asleep."
4,196,"Then the little bird guarded by the owl peeped out, and when he saw the owl's two eyes tight shut, he slipped from the hole and flew away."
4,197,"He wanted to shout, 'I am king' so that the owl could hear him as he flew, but thought better of it."
4,198,"From this time on, the owl fooled by the little bird has not dared to show himself by day for fear the birds should beat the living daylights out of him."
4,199,"He flies about only at nighttime, hating and pursuing not the bird, but the mouse for having made the hole into which the little bird crept."
4,200,"And the little bird also keeps out of sight, for he fears that the other birds should punish him for his cunning."
4,201,The rejection by the other birds was a bitter pill to swallow for the nameless bird the owl had let slip away.
4,202,"He hides in the hedges, and when he thinks himself quite safe, he sings out, 'I am king, I am king!'"
4,203,"And the other birds in mockery call out, 'Yes, yes, the hedge-king, the hedge-king!'"
5,206,"head, two arms and two legs."
5,207,"It must have been something pretty superlative that he had hidden away, because he had every young girl at the orphanage wrapped around his little finger."
5,208,"At about nine o'clock on Saturday morning, I figured a good solution was to ask Eugene Correthers, who was one of the older and smarter boys, what it was that made this Elvis guy so special."
5,209,"He told me that it was not anything about Elvis's personality, but his wavy hair, and the way he moved his body."
5,210,"About a half an hour later, the boys in the orphanage called down to the main dining room by the matron were told that they were all going to downtown Jacksonville, Florida to get a new pair of Buster Brown shoes and a haircut."
5,211,"That is when I got this big idea, which hit me like a ton of bricks."
5,212,"If the Elvis haircut was the big secret, then Elvis's haircut I was going to get."
5,213,"I was going to have my day in the sun, and all the way to town that was all I talked about."
5,214,"The fact that I was getting an Elvis haircut, not just the simple fact that we were getting out of the orphanage, made me particularly loquacious."
5,215,"I told everybody, including the orphanage matron I normally feared, that I was going to look just like Elvis Presley and that I would learn to move around just like he did and that I would be rich and famous one day, just like him."
5,216,The matron understood my idea was something that I was really excited about and said nothing.
5,217,"When I got my new Buster Brown shoes, I was smiling from ear to ear."
5,218,"Those shoes, they shined really brightly, and I liked looking at the bones in my feet, which I had never seen before, through a special x-ray machine they had in the shoe store that made the bones in your feet look green."
5,219,"I was now almost ready to go back to the orphanage and practice being like the man who all the girls loved, since I had my new Buster Brown shoes."
5,220,"It was the new haircut, though, that I needed to complete my new look."
5,221,"We finally arrived at the unassuming, unembellished barbershop, where they cut our hair for free because we were orphans."
5,222,"Even though we were supposed to slowly wait to be called, I ran straight up to one of the barber chairs and climbed up onto the board the barber placed across the arms to make me sit up higher."
5,223,"I looked at the man and said, with a beaming smile on my face, 'I want an Elvis haircut."
5,224,Can you make my hair like Elvis's?'
5,225,I asked.
5,226,"The barber, who was a genial young man, grinned back at me and said that he would try his best."
5,227,"I was so happy when he started to cut my hair, but just as he started to cut, the matron, who had been watching me and had a look as cold as ice, motioned for him to come over to where she was standing."
5,228,"She whispered something into his ear that caused the barber to shake his head, like he was telling her, 'No'."
5,229,"In response, the matron walked over to a little man sitting in an office chair that squeaked as it rolled around the floor and spoke to him."
5,230,It was the little man who then walked over and said something to the man who was cutting my hair.
5,231,"The next thing I knew, the man who was cutting my hair told me that he was no longer allowed to give me an Elvis cut."
5,232,'Why not?' I cried desperately.
5,233,"The kindly barber stopped by the matron did not answer, but from his expression, I could tell that he wished he could cut it as I had asked."
5,234,"Within a few minutes, it wasn't an Elvis haircut, but a short buzz cut that the barber had given me."
5,235,"When he finished shaving off all my hair and made me smell real good with his powder, the barber handed me a nickel and told me to go outside to the snack machine and buy myself a candy bar."
5,236,I handed him the nickel back and told him that I was not hungry.
5,237,"'I'm so sorry, baby,' he said, as I climbed out of his barber chair."
5,238,"'I am not a baby,' I said, as I wiped the tears from my eyes."
5,239,I then sat down on the floor and brushed away the hair that had accumulated on my shiny new Buster Brown shoes.
5,240,"My head was no longer in the clouds, and I got up off the floor, brushed off my short pants, and walked sullenly towards the door."
5,241,The matron was smiling at me sort of funny like.
5,242,"The barber upset by the matron said to her, 'You are just a damn bitch, lady.'"
5,243,"She yelled back at him at the top of her lungs, before walking toward the office, as fast as she could."
5,244,"To show his anger, the man hit the wall with his hand and then walked outside where he stood against the brick wall, smoking a cigarette."
5,245,I understood right there my haircut was something that had been out of the power of the barber and then I slowly walked outside to join the man.
5,246,"He looked down, smiled at me, then he patted me on the top of my bald as a coot head."
5,247,It was a fact of my life that I was not gonna have hair that was anything like Elvis's anytime soon.
5,248,"I then looked up at the barber with my wet red eyes and asked, 'Do you know if Elvis Presley has green bones?'"
6,251,"bottoms up again before she got into bed, for they were always falling down."
6,252,"Usually, Abby's mom got up at the crack of dawn, but it was Abby who jumped out of bed first the next morning and switched on the light in her fish tank, which contained three fish."
6,253,"At first, she could see neither hide nor hair of the snail, but then she spotted him."
6,254,"It had taken Abby a while to find Sticky because he was clinging to the glass near the bottom, right next to the gravel."
6,255,"At school that day, Abby, encouraged by her teacher, wrote excitedly about the small and mysterious Mr. Sticky, who you could mistake for a piece of gravel."
6,256,"He seemed an ideal pet for her, some of the girls in her class teased, because Abby was also very small."
6,257,"That evening, Abby turned on the light and found Mr. Sticky clinging to the pond weed and bobbing about in the air bubbles."
6,258,'That looks fun!' Abby exclaimed.
6,259,She tried to imagine what it must be like to have to hang on to things all day and decided the answer was that it was probably very tiring.
6,260,Abby told her mom that she thought Sticky had grown a bit the next day at breakfast.
6,261,"'Just as well if he's going to be gobbled up like that,' her mom responded who was busy preparing breakfast."
6,262,Abby whined that she didn't want him to get too big or he wouldn't be cute anymore.
6,263,"'Small things, not big things, are cute, right?' she asked, half to herself."
6,264,"The next day in art class, Abby needed two pieces of paper that were very expensive, to draw an elephant, but the teacher didn't mind Abby using the expensive paper because she was pleased with the drawing and wanted it on the wall."
6,265,"The teacher, who was always very encouraging, remarked that the drawing Abby had made was very creative and beamed at Abby, giving her the seal of approval."
6,266,"Back at home, Mom, convinced by Abby to clean out the tank, was cleaning with a special vacuum, or 'hoover'."
6,267,'Where's Mr. Sticky?' Abby asked first thing when she came home from school.
6,268,"'On the side,' Mom replied."
6,269,"And then she added, 'Don't worry."
6,270,I went extra slowly since it's better to be safe than sorry.'
6,271,"Abby looked on all sides of the tank, but there was no sign of the water snail that she had discovered a couple of days ago."
6,272,She was very sad.
6,273,Her mom said to wait a few hours until the water clears to take another careful look.
6,274,"That evening, Abby went up to her bedroom to check the tank again."
6,275,"The water had settled and looked clear, but Abby could not see Mr. Sticky."
6,276,"Abby kneeled down to have another look in the tank that her mom had cleared so thoroughly, but Mr. Sticky was still nowhere to be found."
6,277,Abby was a bundle of nerves as she descended the stairs.
6,278,"In the study, surrounded by books and papers, her mom was working and she looked impatient when she saw Abby in the doorway and even more worried when she heard the bad news."
6,279,"'He'll turn up,' Mom said, and that was that."
6,280,"Then, to add fuel to the flames, she raised her tone of voice and said dismissively, 'For the time being, go to bed, Abby. I've got masses of work to catch up on.'"
6,281,Abby had a quick temper and she was angry as hell.
6,282,"'You've hoovered him up, haven't you?' she said accusingly."
6,283,"Abby's mom denied Abby's version of the story was true and said that she was careful, but because Mr. Sticky was so small he was hard to see."
6,284,'What's wrong with being small?'
6,285,"'Nothing at all, but it makes things hard to find.'"
6,286,"'Or notice,' Abby said, suddenly feeling like the small, overlooked Mr. Sticky herself and storming from the room."
6,287,The door to the bedroom opened a few minutes later and Mom's face appeared.
6,288,She was there to try to make up for having been insensitive earlier.
6,289,She had put her work on the back burner and occupied herself with Sticky.
6,290,"Abby, who was breathing fire all on account of the little snail, tried to ignore her, but it was hard when Mom walked over to the bed and sat next to her."
6,291,"Mom, who Abby still strained to remain upset with, had gone out to find her glasses in order to search for Sticky more effectively."
6,292,"'This is my new and extra powerful pair I have for important occasions like snail hunting,' she said."
6,293,"She smiled at Abby, trying to butter her up, but Abby didn't smile back."
6,294,"Abby believed her mom's idea would not succeed, but then she had an idea of her own."
6,295,"'I've got a magnifying glass,' Abby suddenly remembered and rushed off to find it."
6,296,"On the floor beside each other they sat, shuffling around the tank, looking all over the place and peering into the corners among the big pebbles and the pond weed."
6,297,"Abby tried to imagine, if she were Sticky, a little water snail, where would she hide out?"
6,298,"At one point she thought she saw him, but it wasn't the water snail."
6,299,It was a large speck of dust that was deceptively bobbing around in the water like a live animal.
6,300,"They were ready to call it quits, when suddenly Mom cried, 'Ah ha!'"
6,301,"Tucked in a curve of the archway, perfectly hidden against a pitch dark stone, sat Mr. Sticky, safe and sound."
6,302,"'You, I can always count on,' Abby said to her mom, with relief."
6,303,Then she noticed another water snail was right next to Sticky and asked where this new addition to the family could have come from.
6,304,"'I'm beginning to suspect the pond weed is guilty, don't you think?' replied Mom."
6,305,"They both laughed and climbed into Abby's bed together and, though it was cozy, it was a bit of a squeeze."
6,306,"'Budge up,' Mom said, giving Abby a push with her bottom."
6,307,'I can't because I'm already on the edge.'
6,308,"'Good heavens, you've grown then."
6,309,When did that happen?
6,310,You could've put an elephant in here last time we did this.
6,311,"Before I know it, you'll be all grown up.'"
6,312,On her mom's chest Abby then put her head and smiled.
7,316,understand.
7,317,"The actual text of the note said that Lucy better not show up at the party tonight, because it was going to be bad enough already!"
7,318,"Lucy, who had started receiving these messages a few weeks ago, tapped the mobile screen to make the message disappear from view."
7,319,She only wished it was as easy to tap her heart and erase the trace the message had left there.
7,320,"'Was that another one of those messages?' her mom asked, who was driving the car."
7,321,"Lucy confirmed her mother's suspicion was founded as she answered dejectedly, 'I'm sorry to say it was.'"
7,322,"'Haven't you reported it yet?' asked Jill, Lucy's older sister who was sitting in the passenger seat."
7,323,"'Yes,' Lucy replied, lying through her teeth."
7,324,"That Lucy should not let the messages get to her and that the sender was only jealous were Lucy's mom's arguments, in an effort to comfort her daughter."
7,325,"Lucy's mom suddenly felt guilty, for she had been the one to buy the phone for Lucy just a couple of months ago."
7,326,"She then admitted her regret about the phone was still bugging her out loud as she sighed, 'I never should have given you that phone Lucy.'"
7,327,"'No, it's fine. I love it,' said Lucy knowing that affording the phone had been no small thing for her mother."
7,328,It had been nothing but trouble though.
7,329,"Lucy did not know who it was that was sending her the messages, and she did not know how they had got her number, but whoever it was, he or she had slowly taken over Lucy's life."
7,330,"She was getting several texts a day now, all of which were abusive and hurtful."
7,331,Lucy wondered what the person who was messaging her might be thinking or trying to achieve with all of their hateful messages.
7,332,"As the car pulled up outside the school, which looked like a large shadow in the darkness of a November evening, Lucy felt a shiver run down her spine."
7,333,"Hastened by Jill, who did not want to be late to her own concert, Lucy hesitantly stepped out of the car and walked toward the school."
7,334,"It was Jill who in her final year of high school had become involved in helping organize this year's school talent show, and she took her position very seriously."
7,335,"Lucy hurried behind Jill, pulling on the worn, oversized coat that had originally belonged to Jill, in order to keep her dry as the raindrops fell all around them."
7,336,"As the sisters entered the hall where the show was to take place, Jill filled with excitement while Lucy regretted that she had promised her mother she would participate in the show."
7,337,"'To waste your talent would be a real shame, for you have such a beautiful voice,' her mother had argued two months back, when the concert was first announced."
7,338,"Lucy had been considering it, for she did love to sing."
7,339,"That very night, the first text message had come through."
7,340,"'How does it feel to be tall and lanky like a giraffe?' it had asked, taking Lucy by surprise."
7,341,"One of the popular girls, Lucy had always known she wasn't, but before the messages began, Lucy had always been quite proud of being a little different."
7,342,"But text by text, Lucy's self-confidence had deflated and, in the end, it had taken some doing to get her to agree to perform in the show."
7,343,"Now, however, Lucy had no choice but to make her way towards the stage where Jill was beckoning encouragingly to her."
7,344,She was the first performer.
7,345,"Lucy, announced by her sister to the audience, was all nerves as she walked out onto the middle of the stage, where there was nothing but a microphone and her."
7,346,She heard the audience applaud and could feel a sense of anticipation emanate from the other side of the heavy curtain.
7,347,"As the curtains began to part, she cast a worried look at Jill in the wings, who assured her with a positive thumbs up."
7,348,"Lucy thought to herself that she could not go through with this and that she, unlike her older sister, was not confident enough to put herself before the judging audience."
7,349,The crowd looked up at her and Lucy was ready to run when the first notes of the music sounded out and a sudden calm settled over her.
7,350,"She closed her eyes and shut everything out, including the audience, the nerves that threatened to take over, the text messages, and the way they made her feel."
7,351,"It was just her and the music, and it was a love story that had been going on her whole life."
7,352,"She began to sing, and all the pain and confusion that the messages had been causing inside her just flowed out."
7,353,"The words were not important, for it was the feeling behind them that she latched onto."
7,354,Lucy was in the heart of the song with the rest of the world slipping away.
7,355,"When the song finished and the last note died away, she opened her eyes."
7,356,To see the whole audience on their feet and the hall filled with cheers and applause was not what Lucy had expected.
7,357,Lucy allowed herself to enjoy the sense of achievement and belonging that she had not felt in a very long time.
7,358,"Then she saw her mother, who was cheering the loudest of all in the crowd, and Jill, who was beaming at her with pride from the wings."
7,359,She knew she owed them big time for reminding her what she was capable of and who she really was.
7,360,The next time her phone bleeped she would tap the message straight into oblivion where it belonged.
8,362,the incident has been the subject of intense controversy and the subject of conspiracy theories as to the true nature of the object that crashed.
8,363,The United States military maintains the debris recovered was from an experimental high-altitude surveillance balloon that belonged to a classified program named 'Mogul'.
8,364,"However, many UFO proponents maintain that, in fact, a crashed alien craft and bodies were recovered, and that the military then engaged in a cover-up."
8,365,"The incident has turned into a widely known pop culture phenomenon, making the name Roswell synonymous with UFOs."
8,366,It ranks as one of the most publicized and controversial alleged UFO incidents.
